Date,Time,Message,Type,Latitude,Longitude
2016-11-12,7:42, Roadworks on Changi South Avenue ,Roadwork,1.3316908152118343,103.96628735832945
2016-11-12,7:41, Roadworks on Mandai Road (towards BKE) after Mandai Road Track ,Roadwork,1.4101705052434745,103.76989183635924
2016-11-12,7:39, Vehicle breakdown on PIE (towards Tuas) before Jalan Eunos,Vehicle breakdown,1.3270631986705612,103.90879760852636
