BMC,1.2920143859916802,103.8641382418775
NIC,1.3097398490175949,103.87033844018899
CBD,1.2763328628405743,103.8442803939843
OC1,1.2711235571034996,103.86429972854653
CBD,1.2781777877760447,103.8372718104153
CBD,1.2807100097657282,103.83718196045291
CBD,1.2793534627436187,103.83691239709901
CBD,1.2847796498840034,103.83835006809402
BMC,1.2897534481339052,103.86620485957995
BMC,1.2912908842157083,103.8649469207952
BMC,1.292828323988514,103.86332956356229
OC1,1.2776350019024296,103.86279026406785
OC1,1.2684104103371978,103.86836106918189
OC1,1.2685008671766314,103.8668335628505
OC1,1.2760975764451754,103.86323951482778
BMC,1.294094453331854,103.8617122013653
BMC,1.2963553866638262,103.85973543054403
BMC,1.2980736739211893,103.86027457489512
CBD,1.2778159758639358,103.85209767396213
CBD,1.2784490352088302,103.85155855611026
OC1,1.279443714557016,103.86422794496904
OC1,1.2782680281316119,103.86521632189702
BMC,1.280167286745587,103.85668023481308
CBD,1.2787203290790656,103.85362519427696
CBD,1.2802577563933093,103.85272666832377
OC1,1.2799863656926982,103.86144248405536
OC1,1.2736557139539029,103.86925967547664
BMC,1.3027762777654972,103.86782241002491
EC2,1.2976215047298225,103.85901660840103
EC1,1.318331452862993,103.85925044232555
CT1,1.2986698870243902,103.89720474962371
PE1,1.306755078748687,103.88992672326958
CT1,1.3009489993633652,103.8925413592345
CT1,1.2883966480448692,103.88192930440385
CT4,1.2954409272863334,103.91072773652816
AY1,1.2316029274300333,103.85110897112328
PE2,1.2560201374495208,103.89405884441315
PE2,1.2646116710019228,103.89100403395523
THM,1.2735646432659224,103.90070841267288
OR1,1.3047654567490492,103.89082522502677
KAL,1.304494490355588,103.87321371188949
PE3,1.3009942199109608,103.89244252035154
DZ1,1.2599091021376883,103.88498377501824
DZ1,1.261446529300981,103.8846243928255
PE1,1.3092873682444508,103.88678186238079
CT5,1.2985252136815844,103.89621634765953
OC2,1.2842368773535964,103.86171209222363
OC3,1.2840559972882961,103.86234106773762
OC2,1.2826994611634832,103.86135265974535
CBD,1.2886864967947378,103.84187235654515
CT6,1.2968070790057271,103.88956708409405
EC3,1.2979832551720194,103.85856733994423
EC3,1.297721068753831,103.84875523522123
BKE,1.2237337023468764,103.91679061724538
UBT,1.2050133279463726,103.91777840594372
TPZ,1.2896622346264481,103.90412328805294
KBZ,1.3092873967950074,103.88543404049469
GBZ,1.3082021982727603,103.88354706822201
BKZ,1.3068457718634514,103.87716735661418
SR2,1.283784776652646,103.85308611056793
SR1,1.2839656510163402,103.8529064040907
SR1,1.2851413321045024,103.85200787329596
SR2,1.289934480781698,103.84985140875058
SR1,1.2900249178507586,103.84976155518743
PE4,1.348355780787897,103.89199436168857
KP1,1.3114583004870708,103.85739936050913
SR2,1.2969885337146734,103.84868334727227
CT5,1.2982538840321833,103.8970250304154
CT2,1.2988778908009402,103.89720475484559
SR1,1.2971784503756274,103.84867436297678
CBD,1.2905223642659631,103.83954513974385
OR1,1.304476093615779,103.88935160276505
